City_name,negative,neutral,positive
Auckland,0.0,0.0,1.0
Budapest,0.0,0.0,1.0
Cancun,0.0,0.0,1.0
Florence,0.0,0.0,1.0
Granada,0.0,0.0,1.0
Kaoshiung,0.0,0.0,1.0
Marseille,0.0,0.0,1.0
Montreal,0.0,0.0,1.0
New York,0.0,0.0,1.0
Perth,0.0,0.0,1.0
Porto,0.0,0.0,1.0
Prague,0.0,0.0,1.0
Sydney,0.0,0.0,1.0
Vancouver,0.0,0.0,1.0
Venice,0.0,0.0,1.0
