tSNE1,tSNE2,cluster
-3.9036865,33.635963,2
1.0021545,23.777033,2
-2.1260884,32.607544,2
-2.0572956,30.826574,2
-1.9802592,31.299227,2
-0.76193124,32.323536,2
-5.1242776,28.490753,2
-1.2967746,29.160975,2
33.583042,0.20009273,2
28.983286,6.172892,2
30.685207,2.8016505,2
33.84341,-0.20596503,2
28.335798,7.142622,2
-11.45373,-2.3460472,2
-11.945932,-2.1826155,2
-6.02971,-8.72625,2
-7.9431434,-7.8187776,2
-15.274114,-1.5141898,2
-16.694098,-12.917734,2
-18.776325,-7.999514,2
-14.287927,-12.705659,2
-7.7548475,-16.188139,2
-15.327646,-5.0852156,2
24.059559,-3.4342778,2
24.440388,-3.6507864,2
21.875929,0.14373943,2
24.56306,3.4657886,2
27.779818,-4.716683,2
26.84877,-4.7258496,2
30.37816,0.5660328,2
26.745462,8.523186,2
26.375353,1.4414235,2
28.936161,-0.14417174,2
31.464224,-1.8865577,2
34.879787,-3.5119581,2
35.683224,-1.6352295,2
22.892334,5.4950266,2
28.223652,-0.68215275,2
2.4566722,23.381477,2
0.40656206,29.617926,2
-2.5263226,27.702803,2
-4.8841887,29.938395,2
-0.23895046,25.17543,2
-2.8600988,28.31058,2
-8.74468,28.922464,2
-4.9683447,24.889875,2
-8.737604,28.923708,2
-3.336416,30.514746,2
-9.084526,-10.715238,2
-5.9078865,-6.4911947,2
-8.405464,-1.4047531,2
-18.144106,-0.28716084,2
-18.243944,-0.2463971,2
23.739763,-3.5935414,2
20.040867,1.7169429,2
21.023615,1.5299785,2
21.067423,6.833086,2
28.47424,1.7631145,2
-3.5169964,-16.970922,2
-10.242827,-13.769299,2
-12.977403,4.444079,2
-11.788444,3.431423,2
-13.0247965,4.396017,2
-8.989083,-5.7362733,2
-16.889004,1.083752,2
-15.411844,-0.7546713,2
-16.892235,2.155807,2
-17.592846,-0.270703,2
28.838486,-7.3344274,2
26.839706,2.5096185,2
25.29691,-3.3242073,2
26.787582,-3.3999448,2
25.00619,-4.5180793,2
-5.9769106,28.986084,2
-4.0919604,30.275755,2
-2.8253007,28.990309,2
-2.327259,29.29273,2
-5.6294465,27.676727,2
-13.897614,0.48031265,2
-16.42981,-2.8167348,2
-5.031903,-7.5985913,2
-14.74864,-2.9270704,2
-18.115376,0.7509156,2
-2.0850823,32.78322,2
-0.27872637,25.397926,2
-2.407024,31.886969,2
-1.9720093,32.983147,2
-6.501344,28.392874,2
-3.3840747,31.552324,2
-2.5853627,32.005817,2
-2.8638742,31.834085,2
-3.577076,29.755474,2
-6.533684,27.91464,2
-5.599993,27.026451,2
-3.5904448,32.6638,2
-2.8374908,28.686563,2
-2.2122664,28.559841,2
-5.944578,26.2657,2
-16.164291,-1.6014268,2
-22.28506,-10.828637,2
-5.836425,-11.807736,2
-6.036874,-9.522459,2
-19.10981,-0.95563126,2
-7.604658,-7.5643125,2
-12.5956745,-1.234238,2
-7.830951,0.8754041,2
-9.782779,-2.3806229,2
-22.408115,-8.248116,2
-11.630767,-9.085192,2
-7.0510335,-15.244078,2
-3.965218,-12.351392,2
-9.031532,-12.966346,2
-8.121591,-10.551165,2
2.484983,31.302849,2
0.67746353,22.77641,2
-0.2130857,29.174278,2
-0.5547614,28.849342,2
-2.173985,23.961105,2
7.923913,-31.078146,2
9.379493,-31.325739,2
10.274226,-31.493698,2
8.329935,-32.016068,2
9.57509,-30.380245,2
-8.185617,-6.5963936,2
-11.644223,-6.4838467,2
-8.412283,-1.5224435,2
-6.947182,-13.508331,2
-8.346095,-9.989415,2
-0.33746603,31.419424,2
4.420681,27.30629,2
-6.0335994,28.208544,2
-1.2015642,24.366476,2
-7.9816117,27.164,2
21.352041,5.7963266,2
21.474335,5.4537015,2
27.457962,0.22570522,2
24.336264,-3.7287064,2
25.228668,-1.8771143,2
27.925808,4.5648108,2
30.073978,4.6343026,2
21.62619,-5.8727856,2
30.645336,-1.0037293,2
21.653563,-5.883959,2
0.20763874,30.42506,2
-3.996752,27.830717,2
-3.3035026,27.375519,2
-5.7749543,28.26321,2
1.0078704,32.368942,2
-0.915261,28.564531,1
-5.5314994,30.345825,1
-4.894429,31.777563,1
-1.7283123,31.283669,1
-0.75638837,29.40903,1
31.950052,-8.968409,1
31.122837,-5.846943,1
24.838163,2.171134,1
28.601341,2.4573898,1
26.46384,-1.4592876,1
-3.9712408,-15.740302,1
-3.9338498,-15.736691,1
-12.997218,-16.575722,1
-17.28091,0.114069924,1
-3.4642448,-17.094894,1
3.0816095,30.262852,1
-0.44064623,28.270376,1
-2.6202364,25.89565,1
-1.276924,22.047367,1
2.1961818,25.594898,1
-12.537409,-19.511223,1
-7.430622,-14.021414,1
-15.992541,-17.594267,1
-8.670134,-13.962823,1
-4.7079973,0.2959613,1
27.862904,7.6199927,1
29.15681,-2.2933228,1
24.062046,7.675325,1
26.64363,-2.1902714,1
30.982658,-6.576604,1
-11.493626,-9.2258625,1
-2.5876424,-9.920223,1
-2.4940684,-9.897477,1
-6.571183,-5.539017,1
-19.03444,-2.9570212,1
-3.0416026,31.108757,1
-7.603512,26.14459,1
-7.200483,27.867102,1
-7.1660337,28.928696,1
-3.4940364,28.387264,1
-7.8572416,27.90671,1
-8.287874,25.515055,1
-4.332898,33.859974,1
2.5049124,26.3502,1
-8.39408,30.140493,1
-4.7404485,-5.2315345,1
-4.8083982,-12.304911,1
-4.821111,-12.259955,1
-22.235476,-10.854277,1
-17.17756,-2.8743334,1
36.098164,-1.9948707,1
31.50582,-6.5246735,1
36.094296,-2.0004928,1
32.43788,2.7158053,1
36.713287,-3.3000886,1
-8.593147,-15.146799,1
-19.898867,-3.5607412,1
-16.708277,-10.628639,1
-11.135946,-12.200134,1
-17.423243,-11.080963,1
25.964582,2.2328978,1
36.747204,-3.2429597,1
23.22752,-2.4458265,1
27.447115,0.28583387,1
30.120602,-4.674513,1
-11.738721,-15.592305,1
-10.031692,-17.85856,1
-15.413135,-10.279668,1
-18.174383,-10.137241,1
-8.258134,-11.868101,1
3.2669244,34.065086,1
0.59247184,25.075165,1
0.5634359,26.708857,1
0.86449665,25.01788,1
-0.03310211,28.583765,1
5.6566706,27.843575,1
-0.399189,28.581427,1
2.0628798,25.324682,1
2.054262,25.389511,1
4.1395903,25.912708,1
-15.582684,-13.519178,1
-7.2236886,-4.12934,1
-13.27612,-11.563661,1
-16.908829,-5.8078914,1
-10.945022,-16.060291,1
-12.717021,-9.453476,1
-11.210134,-15.725717,1
-10.600594,-14.286162,1
-12.421371,-6.7751713,1
-10.756893,-14.918613,1
-13.168153,2.165487,1
-12.450097,-14.858821,1
-13.522118,-9.416859,1
-13.2914915,-9.856554,1
-14.535023,-15.013981,1
4.6976013,31.83071,1
0.9505973,31.018772,1
-6.97818,32.868683,1
-1.6483674,33.93418,1
-1.6428545,29.769337,1
0.15400873,29.842524,1
-0.042136766,25.501272,1
-3.9781723,34.567196,1
-3.0529823,35.441116,1
-1.6226372,26.34406,1
-13.203769,-8.676093,1
-14.789556,-11.646075,1
-8.581174,-4.055833,1
-8.507663,-4.2426014,1
-13.675848,-10.590916,1
-10.461823,-10.425969,1
-13.093453,-1.5188123,1
-6.9644604,-11.413016,1
-8.43569,-8.781126,1
-13.281384,2.155756,1
-9.971705,-15.461847,1
-12.731531,-7.33562,1
-12.428454,-5.369204,1
-15.138823,-11.133527,1
-17.282967,-4.2117167,1
-12.437064,-5.9050455,1
-2.5765755,-3.3560665,1
-8.606536,-11.416414,1
-22.388754,-8.276559,1
-8.382468,-11.247799,1
-0.966086,-8.497223,2
-0.9617389,-8.428278,2
-11.805716,-0.9140948,2
-11.785981,-0.8681609,2
-7.8134656,-0.2399457,2
-9.119556,27.90822,2
-9.530876,27.973629,2
-9.128109,27.747139,2
-4.173645,30.661339,2
-9.112741,28.074066,2
26.345392,1.484596,2
32.44028,5.787769,2
29.502853,0.6149068,2
25.981363,8.446623,2
32.5277,5.79606,2
22.495201,4.254351,2
22.896044,-0.9146733,2
22.852287,-0.4927068,2
22.96611,0.39066428,2
25.315413,-9.018257,2
8.659745,-30.02088,2
7.836563,-32.74211,2
11.208002,-31.035078,2
7.79215,-32.697914,2
11.186005,-31.079987,2
3.759643,28.385765,2
3.8316398,29.172256,2
-2.163188,22.447832,2
6.582449,29.144249,2
3.9243045,30.566996,2
1.3675714,28.85812,2
1.4453199,27.240501,2
5.987893,29.935413,2
-4.535516,24.865294,2
0.25201342,27.536951,2
-1.3604797,32.297516,2
3.3707066,27.50994,2
-6.626518,26.517387,2
0.7556661,30.877375,2
3.082908,24.8942,2
-13.623844,-6.154364,2
-14.379056,-2.9320686,2
-9.44084,-9.128273,2
-12.060286,-7.673548,2
-7.1115694,-4.074786,2
-1.1153497,-6.259536,2
-13.43921,-3.1567073,2
-14.036751,-0.735229,2
-3.6776865,-5.2181463,2
-13.979961,-0.77597,2
0.15565296,23.10694,2
0.44795263,22.863142,2
1.4581494,25.148773,2
6.3870797,28.590475,2
-1.9989607,26.818508,2
-19.291468,-2.9734209,2
-17.56375,-2.5652344,2
-9.66519,-11.148697,2
-17.259785,-2.8534522,2
-17.438272,-2.907637,2
-8.531875,-13.038524,2
-12.006731,-11.0835085,2
-8.541494,-13.222993,2
-11.031244,-8.152576,2
-14.404554,-3.7199402,2
29.792795,-7.7619057,2
29.738678,1.9275522,2
28.193867,4.6927676,2
28.236105,4.5283413,2
33.49519,0.38961017,2
-4.801092,0.10245856,2
-9.352433,-8.969059,2
-10.585061,-6.057713,2
-13.083752,-8.166192,2
-12.737009,-12.289553,2
31.96034,0.6098,2
21.94313,0.29235095,2
28.03409,-0.24950103,2
33.4288,-1.9292165,2
33.40018,1.272038,2
-1.6084181,27.43267,2
-5.2527742,26.891695,2
-6.0974536,27.301123,2
-0.7250086,30.81469,2
-8.0349045,27.66726,2
-15.827521,-6.376365,2
-12.584992,-13.814527,2
-12.561018,-3.032946,2
-9.036551,-16.006502,2
-0.96039,-6.6915812,2
-10.317625,-13.722415,2
-4.890859,0.10967625,2
-5.2864804,-0.09137834,2
-7.158487,-4.149719,2
-10.204896,-4.208717,2
2.631739,23.922804,2
-8.3948145,25.46906,2
-1.5208489,26.398592,2
-4.464241,24.890352,2
4.4480433,28.324842,2
-16.921457,-7.465735,2
-15.537528,3.831153,2
-16.833641,-7.2785244,2
-15.537528,3.831153,2
-15.22229,-16.416565,2
-11.186529,-13.875515,2
-9.45887,-9.437188,2
-22.38111,-8.283896,2
-18.460201,-5.190213,2
-2.7837932,-8.477192,2
-2.7875566,26.179728,2
3.6510031,34.054657,2
4.9845457,32.01247,2
1.0153018,23.85644,2
0.9929951,31.787497,2
-18.367584,-0.02262192,2
-15.217329,-0.6613143,2
-20.690643,-0.5176339,2
-16.812555,0.7671575,2
-16.33454,0.6191515,2
-11.365779,-11.502535,2
-14.8543825,-3.739004,2
-12.737601,-4.0720468,2
-6.316468,0.67979574,2
-15.511499,-2.8168151,2
-5.2440515,-13.914488,1
-10.200675,-4.0963626,1
-9.983715,-6.6783814,1
-4.244404,-14.235771,1
-9.9794,-4.7109804,1
-2.3204153,27.999239,1
-2.8985572,26.557663,1
-2.8520634,27.571394,1
-6.789593,28.681425,1
2.4776964,21.917992,1
-9.789692,1.6369544,1
-16.542755,-4.516657,1
-2.6247518,-3.2010348,1
-17.531013,-6.601777,1
-8.960312,-5.315364,1
-2.0826666,-10.636319,1
-9.473756,-0.59650826,1
-3.7449715,-0.88079304,1
-11.201295,-0.37466705,1
-10.811954,-1.9756314,1
-14.783005,-21.29743,1
-14.067357,-20.306166,1
-15.793794,-21.115366,1
-13.410135,-19.672777,1
-15.142322,-19.795418,1
7.5060315,-31.678833,1
7.494526,-31.664064,1
8.624544,-30.242895,1
7.8975105,-30.915749,1
7.711474,-30.468407,1
-10.843086,-5.7093544,1
-18.909748,-7.533177,1
-19.107391,-3.5211475,1
-7.631932,0.60605925,1
-19.865839,-8.780282,1
-2.2571776,-3.479628,1
-1.5128506,-4.419861,1
-13.99757,-0.07341685,1
-1.4663442,-4.526296,1
-19.0096,1.2175722,1
-5.9124703,-7.4537377,1
-11.225144,-5.1820383,1
-15.12031,-3.3586848,1
-13.435242,2.0686247,1
-13.912529,0.4078006,1
-11.030263,-7.2944274,1
-8.197416,-16.872845,1
-14.861979,-10.114626,1
-5.299789,-17.298475,1
-19.906757,-5.113759,1
-5.3750854,27.803846,1
-2.3462143,28.814377,1
-8.380728,30.12412,1
-8.325281,25.378544,1
-5.762196,31.155714,1
-1.1669036,28.991354,1
1.8484597,27.879612,1
1.6641306,27.82799,1
0.7213254,25.919138,1
4.173484,24.290394,1
-12.948585,-2.3364453,1
-12.2543955,0.46752036,1
-3.2035716,-2.4124355,1
-16.765478,-1.8982936,1
-7.120072,-4.5273914,1
-7.715391,0.43205088,1
-7.617963,0.6633395,1
-2.2824647,-13.918401,1
-13.712859,-1.2959315,1
-18.812553,-2.2542865,1
23.024338,-2.541437,1
26.567099,-2.2251437,1
35.04406,2.0420222,1
31.074476,-6.229631,1
32.37415,-0.8448156,1
-1.0062097,24.456562,1
-0.82909673,27.359539,1
-1.2799081,27.434483,1
-0.89981496,26.854298,1
-0.35328302,30.350658,1
-4.0215263,-11.322094,1
-10.014958,-12.076319,1
-2.7420971,-11.403346,1
-7.321844,-10.6914,1
-6.584255,-13.95736,1
33.43121,-3.7549098,1
22.652779,-2.3722167,1
34.241726,-3.713746,1
33.653164,-3.6117911,1
27.106195,-3.7204843,1
-13.396834,-13.430103,1
-6.470738,-8.589206,1
-14.903106,-15.923831,1
-10.398363,-0.94513017,1
-13.815341,-2.0009618,1
0.17953339,26.285458,1
1.108145,28.81435,1
1.1484039,28.572802,1
3.5074737,24.677362,1
3.0811853,25.555683,1
26.38541,4.8826756,1
34.041973,-4.24385,1
26.878548,8.429229,1
31.787722,0.078209974,1
28.253773,0.9443204,1
21.60255,-3.771048,1
29.184834,-4.9058576,1
25.36088,-9.097113,1
27.389807,3.480716,1
28.839634,-7.3541884,1
-13.560365,-12.154745,1
-14.09712,-8.659159,1
-9.57285,-4.9021397,1
-13.937392,-14.737375,1
-11.088174,-10.92711,1
-13.261641,2.0912514,1
-1.9042214,-6.9064465,1
-4.6528044,0.03763219,1
-13.923774,-4.38011,1
-16.809923,-11.109435,1
-1.1555784,30.482603,1
-4.4947004,26.152218,1
-7.4302816,25.999836,1
-3.8449867,27.581882,1
-1.2198322,25.05631,1
32.229504,2.2678761,2
26.142883,2.281319,2
32.44445,-0.9707911,2
31.127872,-6.198095,2
27.11989,-0.10139292,2
-0.87301576,25.472498,2
-3.4687393,28.502897,2
-1.3443074,28.213268,2
-2.0949452,28.631426,2
3.870744,27.107311,2
-4.5048604,31.860931,2
5.1341166,32.089405,2
0.2618266,32.189877,2
2.5294383,27.206285,2
-4.588108,28.144085,2
25.38132,-0.30610135,2
26.93024,-8.506525,2
26.402735,-0.22247049,2
35.025845,0.21198335,2
27.564932,-1.8407896,2
26.543438,-6.0962605,2
27.19065,-7.9974046,2
29.831242,3.3901496,2
29.71684,2.4848514,2
31.06603,-5.639439,2
-4.5462036,27.47122,2
3.6461406,26.622412,2
-3.5684774,29.76588,2
-3.119846,28.995483,2
-2.5706115,30.513628,2
25.925747,-6.0461383,2
26.536043,-6.332667,2
24.225777,0.013683587,2
21.674477,-2.6617665,2
22.986137,-1.2224728,2
28.54444,1.270402,2
35.029343,2.053913,2
31.720594,-4.4083943,2
31.766209,-3.3579278,2
21.57859,6.5143814,2
3.08002,26.674252,2
-1.2743177,35.8372,2
-3.6325445,26.011623,2
2.2706838,32.14856,2
3.648368,31.071848,2
-0.023397027,31.060514,2
2.2337039,27.169792,2
2.5408127,32.717773,2
0.16305655,26.52226,2
-0.30732495,27.557419,2
-8.150232,-9.348285,2
-12.044356,-12.727814,2
-12.927454,-9.464549,2
-16.153576,-8.342032,2
-12.577472,-11.07372,2
-12.014526,-12.367602,2
-13.489292,-14.123921,2
-8.819609,-8.280971,2
-11.103889,-11.523585,2
-16.54416,-3.9130776,2
-19.587688,-0.3993321,2
-3.7654254,-6.0978374,2
-20.768543,-0.9846088,2
-3.091775,-6.107403,2
-4.3647895,-6.364039,2
25.495298,3.4815528,2
23.409128,6.3456383,2
24.063938,2.4418843,2
23.792532,4.4765944,2
26.989283,1.0270226,2
-9.68449,-2.4243326,2
-5.2150393,-12.263825,2
-4.0297203,-8.059104,2
-10.675838,-11.212423,2
-6.5947413,-6.617266,2
26.3907,4.2053356,2
28.116497,6.8433094,2
21.743044,-2.789776,2
28.130823,6.3445945,2
30.567305,-0.17425999,2
-5.6097937,-5.7195425,2
-5.797081,-4.5432696,2
-11.567794,-1.6031181,2
-15.695499,-0.27164665,2
-15.4312725,0.008090173,2
32.472954,5.7842445,2
30.067095,6.730687,2
32.81989,-2.7069945,2
27.817358,6.6035132,2
28.356792,7.906132,2
-3.642627,-3.2489138,2
-6.4209843,-6.158034,2
-13.572317,-4.806694,2
-17.757425,0.9862579,2
-16.398441,-1.0459466,2
-19.068945,-11.509764,2
-8.9675865,-14.18394,2
-14.635883,-19.383625,2
-17.510376,-8.694245,2
-14.199281,-18.216616,2
-15.257465,-14.963103,2
-7.247469,-4.355391,2
-20.820505,-4.516273,2
-13.069657,-15.630646,2
-17.117813,2.4425838,2
-15.497199,-12.46088,2
-10.780178,-6.5245323,2
-8.22967,-16.702223,2
-17.472605,-7.7462487,2
-21.489895,-2.2589574,2
-15.070479,-8.312449,2
-14.847734,-4.5472493,2
-9.385247,-14.240868,2
-17.019255,-15.403987,2
-14.431223,-13.760474,2
-15.45812,-2.0644448,2
-6.564944,-8.873408,2
-6.4965973,-16.478598,2
-6.5516768,-19.230421,2
-12.311955,-12.907844,2
26.036293,8.531572,2
26.826782,7.648556,2
29.716526,-7.9380803,2
26.03992,8.048238,2
26.76492,7.603513,2
-0.45165566,31.404503,1
-0.118113615,32.808987,1
-5.5794587,29.739874,1
-3.434349,29.59645,1
-1.2273444,29.859192,1
22.311422,5.5702524,1
30.46578,4.782749,1
22.762394,7.448571,1
24.970974,-4.591705,1
22.91875,-1.6768386,1
8.614203,-30.293892,1
9.579753,-30.292593,1
7.754684,-31.126179,1
