UMAP1,UMAP2,cluster
7.374678,7.764437,2
7.4962273,8.103454,2
7.8826723,8.424559,2
7.429026,8.167395,2
0.61948407,20.083061,2
0.5412264,20.150652,2
0.50674164,20.014698,2
0.72310686,19.886095,2
0.5050782,20.014048,2
7.3235817,7.0418534,2
7.0915294,7.704366,2
7.9469132,7.6592045,2
7.266707,7.263749,2
7.4471593,8.407075,2
-6.150793,12.79265,2
-6.478182,10.892673,2
-6.8977985,12.390536,2
-6.5019956,11.059723,2
-5.621077,12.386703,2
6.384611,8.523381,2
8.047747,6.4215345,2
8.011076,8.20564,2
7.9738445,8.759875,2
7.72512,6.5377116,2
7.4877567,7.765422,2
6.9631014,8.723174,2
6.4139924,7.009484,2
6.6599197,6.988497,2
7.665862,8.225317,2
0.73597175,-5.321907,2
0.6873592,-4.863593,2
0.9374543,-4.846307,2
0.76129556,-5.245737,2
0.3655842,-5.3729405,2
6.8131986,7.7136593,2
8.255189,6.9380565,2
7.8395495,7.679556,2
6.2831235,7.6960144,2
6.4447455,7.6658387,2
0.41367418,-4.259292,2
0.7464856,-4.0810885,2
-0.0259501,-5.301681,2
-0.035771288,-5.2419415,2
0.43546847,-5.8222933,2
7.209623,7.2850385,2
8.064578,6.4391165,2
6.315605,7.680241,2
7.62643,7.6330585,2
8.130206,7.7399964,2
7.0334344,8.189226,2
7.2355227,7.785558,2
6.4335003,7.7171793,2
7.018312,7.866419,2
7.453387,7.9015937,2
6.582063,7.62435,2
7.397028,7.0544972,2
7.882602,7.900356,2
7.634397,7.684097,2
8.21173,8.304114,2
7.124519,6.711836,2
6.5406103,7.3452764,2
7.946158,6.3643403,2
8.017608,6.433921,2
5.991102,8.063436,2
7.8732743,7.658998,2
7.5914817,7.759032,2
7.333013,6.8630314,2
7.1766033,6.357529,2
7.78168,7.6462455,2
0.30436757,-4.5784354,2
0.17833216,-5.017113,2
0.8552706,-4.084996,2
0.9585904,-5.5602584,2
0.2271133,-5.225604,2
-0.05621339,-4.6001678,2
-0.20819266,-4.5922155,2
-0.31815827,-4.80875,2
0.9207443,-4.9161205,2
0.32531884,-5.1609306,2
-5.433902,11.798416,2
-5.5337715,11.263295,2
-5.6559577,11.563086,2
-5.495832,12.135201,2
-5.636615,10.994332,2
7.8255787,7.870707,2
8.1712475,8.261952,2
6.797262,8.440487,2
7.8767843,6.7520056,2
7.9540634,8.168778,2
6.5856686,7.723044,2
7.5916824,8.363516,2
7.1516314,7.775391,2
6.7368217,6.6591463,2
7.8184485,8.207504,2
-7.1098127,12.099972,2
-7.1525097,12.048226,2
-6.9339995,11.281191,2
-7.027289,11.449466,2
-6.668526,12.735137,2
-6.8588924,12.075786,2
-6.020819,11.894608,2
-5.7820835,10.896897,2
-6.3635774,11.7393465,2
-6.5681815,12.033644,2
-5.736736,12.182982,2
-6.360148,12.142043,2
-5.576061,11.857456,2
-6.560011,10.818028,2
-6.619061,12.161026,2
0.12725648,-4.858726,2
0.06246809,-4.8938637,2
0.5908562,-4.6607647,2
0.73701155,-4.361067,2
0.54724944,-5.8349786,2
0.32858276,-5.2817364,2
1.2122254,-4.916416,2
1.2349426,-4.708798,2
1.1515931,-4.93074,2
1.0185919,-4.425748,2
7.11738,7.780394,2
7.2106185,7.757447,2
8.270706,7.7095485,2
7.796751,9.063717,2
7.9364653,8.997395,2
-7.2190785,12.232857,2
-7.3206477,11.462602,2
-6.936405,11.019281,2
-6.984167,10.463371,2
-7.1845093,11.546926,2
7.1817055,7.824744,2
6.1339293,8.011793,2
5.9248185,8.558912,2
7.242436,8.234695,2
5.928112,8.554838,2
7.2603993,7.9449577,2
7.950623,8.690637,2
8.23255,8.713473,2
7.768446,8.8171015,2
8.031948,8.909592,2
-6.677343,12.525466,2
-6.4881024,11.58614,2
-6.568765,12.4512,2
-7.0150275,12.212971,2
-6.7705297,12.400045,2
0.83318627,-4.514898,2
0.68120414,-4.297125,2
0.34649587,-4.7544312,2
0.6863247,-4.825116,2
1.3388501,-4.825126,2
8.67448,8.461819,2
8.129473,8.568728,2
7.7051096,7.615782,2
8.043975,8.472961,2
8.083185,9.091803,2
0.1872493,-5.0524344,2
0.5659931,-5.8459125,2
0.06161279,-4.4027905,2
-0.057151727,-5.1621523,2
1.1756322,-5.1083603,2
0.2629254,-4.8474154,2
0.039975725,-4.446985,2
0.031564284,-4.40192,2
1.074428,-4.6157455,2
1.2226229,-5.0518775,2
0.8893396,-4.7621,2
0.71360105,-4.1645956,2
0.6376234,-4.8496337,2
0.227544,-5.6423793,2
0.9801691,-4.869259,2
8.249539,8.731346,2
6.6901774,8.003331,2
6.931744,7.3893385,2
6.866035,8.048343,2
7.2660046,8.6457815,2
7.75326,6.582066,2
7.4122305,9.131209,2
7.30822,8.123363,2
7.1881065,8.956039,2
7.7395062,7.376653,2
6.9734964,6.906964,2
6.5586433,6.5936356,2
7.0185223,7.175894,2
6.120338,7.7307315,2
7.2415776,8.516592,2
-0.16646373,-4.8504753,2
1.0346334,-5.5986676,2
0.7123592,-4.4609146,2
0.6057862,-4.9306808,2
0.7078445,-5.379721,2
0.56722367,19.88039,2
0.5184921,20.04009,2
0.71853197,20.098488,2
0.5489291,19.960424,2
0.6020923,20.117573,2
6.545831,8.036052,2
8.088726,7.637572,2
8.312486,7.6586137,2
6.5258946,6.728633,2
7.396572,7.1052203,2
0.15387556,-4.9541674,2
0.29561108,-4.4159355,2
1.0935571,-4.86263,2
1.0664937,-5.1980605,2
1.3652306,-4.907811,2
-6.9202476,10.604669,2
-6.998149,10.728011,2
-6.8632884,11.700719,2
-7.1611485,12.181585,2
-7.2733784,12.127954,2
-6.2855124,11.079914,2
-7.2225456,11.457199,2
-7.154001,11.995323,2
-6.282063,11.865578,2
-6.9363937,11.826314,2
0.43414575,-4.6709204,2
-0.058184125,-4.955788,2
1.1015326,-4.829743,2
1.0348308,-4.8866005,2
-0.23110825,-4.8695426,2
0.24448629,-4.805024,1
0.6044177,-4.419793,1
0.22776261,-4.4191685,1
-0.03890931,-4.432574,1
0.5352053,-5.027198,1
-6.133132,11.733736,1
-6.257251,13.013744,1
-6.5167527,11.543042,1
-6.0098867,11.388884,1
-6.04829,11.816076,1
7.112217,7.5696087,1
7.021217,7.5285316,1
6.7171,7.42102,1
8.013136,9.135349,1
7.283817,7.6611843,1
0.18514107,-5.2493176,1
0.8866823,-4.4364147,1
0.6922133,-5.563812,1
0.3053906,-4.5578637,1
0.6698946,-5.635287,1
8.175722,7.0530686,1
6.924747,6.5297446,1
7.8910513,7.536373,1
6.1452613,7.428518,1
8.8627,7.7478943,1
-5.859166,10.829678,1
-6.0137277,12.448112,1
-6.2394724,10.618497,1
-6.5446315,12.126292,1
-6.5114717,12.666046,1
7.023151,7.7313557,1
6.930387,7.011816,1
6.9716024,7.1014,1
7.2941895,8.34578,1
8.15942,8.593921,1
0.16238624,-4.4217634,1
1.463201,-4.984641,1
0.7575885,-4.9505863,1
1.067218,-5.3683553,1
0.4931522,-4.5648985,1
1.1643159,-4.8861275,1
1.7035768,-5.0405993,1
1.0441251,-3.9771173,1
0.7579447,-4.7402697,1
1.4753768,-4.7644815,1
7.3154707,7.6107497,1
6.9304376,7.490563,1
6.8141174,7.43583,1
6.78574,8.013329,1
8.018933,8.311594,1
-5.5652294,11.979592,1
-6.25869,12.937422,1
-5.5047693,12.08521,1
-5.2976794,11.781524,1
-5.5839353,12.602246,1
6.3892446,7.1906915,1
8.082557,8.217292,1
7.0038447,8.044246,1
6.114349,7.7836504,1
6.83254,8.066006,1
-6.520729,11.344181,1
-5.6917067,12.352231,1
-6.5168138,12.470565,1
-6.6092525,11.67388,1
-6.30995,12.7670765,1
6.5082555,7.363921,1
6.2107925,6.9820337,1
7.7015233,7.06907,1
6.8915386,7.2427735,1
6.5465693,7.092914,1
-0.41804892,-4.9981985,1
0.5163798,-5.8513427,1
0.5047616,-5.7965565,1
0.6087967,-5.8567743,1
-0.08155291,-5.485898,1
0.13276523,-5.302147,1
0.82251453,-4.6205926,1
0.6378416,-5.6168723,1
0.6037908,-5.6889863,1
0.37013242,-5.0885873,1
6.8193617,6.9266,1
6.720387,8.847161,1
6.6535864,7.2612233,1
7.888439,8.028336,1
6.1075063,7.125254,1
7.5150356,7.338894,1
6.9520736,7.1838007,1
6.4679637,7.37106,1
8.061693,7.5136228,1
6.731341,7.3407054,1
7.721132,7.3333855,1
6.420873,7.394367,1
7.381373,6.980534,1
7.375385,7.036089,1
6.381873,7.7812567,1
-0.46355224,-5.2757254,1
-0.14543061,-5.3202567,1
0.5124728,-4.9593906,1
-0.06644317,-4.7252145,1
0.25768653,-5.1736264,1
0.78661215,-4.1749063,1
0.47639325,-5.853418,1
0.3692635,-4.5035667,1
0.30928248,-4.688306,1
0.28661865,-5.5855637,1
7.2893343,7.5825205,1
6.9574394,7.519306,1
6.7792163,8.81925,1
6.669292,8.820882,1
6.769761,8.07759,1
6.9244194,7.494014,1
7.790975,8.074668,1
7.2391596,7.338451,1
7.5181623,6.7315145,1
8.155961,7.4541154,1
5.985564,7.1049805,1
7.254511,7.6911798,1
7.365865,7.8314734,1
7.125534,7.5766077,1
7.225893,8.4455385,1
7.467066,8.0839615,1
6.775386,9.133986,1
6.2580004,7.786064,1
7.7014117,7.291261,1
6.2099285,8.214456,1
5.855952,7.52322,2
5.7969728,7.6127367,2
7.4560504,8.975782,2
7.4191446,9.049756,2
7.1378074,8.619645,2
1.5229692,-4.766527,2
1.5582961,-4.7210145,2
1.5169393,-4.7133994,2
1.2697423,-4.5672045,2
1.4962826,-4.7797666,2
-6.4148335,11.610523,2
-6.0948763,11.251768,2
-6.3820853,11.678199,2
-5.7540817,10.809001,2
-6.0096526,11.21206,2
-6.670032,10.723318,2
-6.329805,12.200294,2
-6.244099,12.127159,2
-6.172051,12.557651,2
-6.9066544,12.797944,2
0.66219467,20.039038,2
0.65163267,19.903244,2
0.730942,20.170404,2
0.6821195,19.856031,2
0.6873519,20.215378,2
0.2458936,-4.4597564,2
0.14826956,-5.396881,2
0.67151266,-4.3472977,2
0.32576364,-5.1660247,2
-0.093206465,-5.5910935,2
0.5946372,-4.0825443,2
0.48266992,-4.5099487,2
0.12594938,-4.740975,2
1.1674931,-4.7326517,2
0.63898385,-5.1423464,2
-0.050923705,-4.8643,2
0.32071316,-4.3193684,2
1.1780202,-5.1479025,2
-0.11572229,-5.220533,2
0.77972317,-5.171799,2
8.069896,7.5629606,2
7.7470713,8.640534,2
7.37636,6.803751,2
7.4403815,7.3929524,2
6.351394,8.589582,2
5.8962555,8.033666,2
7.6759887,8.363831,2
8.537972,8.29805,2
7.082931,7.9615817,2
8.4601345,8.370517,2
1.0276574,-5.4126997,2
1.0588206,-5.5467377,2
0.66586655,-5.7295623,2
0.2577601,-5.096813,2
0.07872396,-5.3419037,2
8.266009,8.575087,2
7.7724395,8.420274,2
6.4411364,8.106234,2
8.165937,8.2934475,2
8.025946,8.344442,2
5.962963,7.548303,2
7.1024117,7.346848,2
6.0334425,7.428317,2
6.562778,8.446502,2
8.060086,8.514852,2
-6.493681,12.886173,2
-6.521575,11.926985,2
-5.9413557,11.181087,2
-5.900761,11.192369,2
-5.619828,11.664728,2
8.787856,7.8436785,2
7.240411,6.8424783,2
7.5051165,7.610342,2
7.2937965,6.7858386,2
6.6642904,7.5590124,2
-5.51542,11.54019,2
-6.9174976,11.295642,2
-6.7411036,11.944742,2
-5.5265017,12.360118,2
-5.3480105,11.540009,2
0.7947206,-5.01852,2
0.86434305,-4.7439713,2
1.3013961,-4.999603,2
0.31788823,-4.7406263,2
1.3718911,-4.881521,2
7.908373,7.117551,2
6.642514,6.9583797,2
7.688784,8.024503,2
6.374819,6.840865,2
5.789601,7.319773,2
6.1496005,7.9896746,2
8.809476,7.833114,2
8.764614,8.00391,2
6.5877323,8.771519,2
7.475053,8.099305,2
0.3106663,-4.847961,2
1.6346328,-4.9840574,2
0.20596306,-5.525938,2
1.0175351,-4.7643476,2
0.3616697,-5.422765,2
8.442796,7.845141,2
8.229287,8.085251,2
8.429161,7.8745074,2
8.252395,8.015565,2
7.263888,7.917038,2
6.308554,7.9046836,2
7.3275385,7.0941415,2
7.7042513,7.4075804,2
7.9958224,8.04228,2
6.545677,8.560538,2
0.6288442,-5.459302,2
-0.44332337,-5.051708,2
-0.47514322,-5.3228574,2
0.9847963,-5.487778,2
-0.27914393,-4.5796194,2
7.9100933,9.081236,2
8.145576,8.605344,2
8.105999,8.414093,2
7.924157,8.99804,2
7.9757595,8.955331,2
7.4535193,7.2290373,2
8.31042,8.597268,2
7.038665,7.0384765,2
8.00618,7.840882,2
8.028551,8.206355,2
6.173219,7.001095,1
7.6395435,8.310239,1
7.807528,7.6296105,1
6.3867874,6.7893863,1
7.2195587,7.8939195,1
0.52264005,-4.877512,1
0.8803291,-4.9609027,1
0.76354784,-4.905206,1
1.2377341,-5.1875243,1
0.7576749,-5.199049,1
8.4604225,6.7506227,1
7.9851856,8.37989,1
6.8893485,9.269201,1
8.041405,8.196681,1
6.81681,8.753195,1
7.0432987,6.7942595,1
7.570541,8.452827,1
8.551218,7.7086077,1
7.2664824,9.133959,1
7.4806542,8.301223,1
8.567641,7.1968784,1
8.412437,7.0716953,1
8.613867,7.2214375,1
8.291514,7.0200977,1
8.360726,7.227006,1
0.75282514,19.842352,1
0.77749753,19.796118,1
0.5725498,20.03507,1
0.60309637,20.061844,1
0.84773713,19.739155,1
7.5376964,7.959242,1
7.374558,8.503844,1
7.798171,8.650928,1
7.583587,8.275035,1
7.571552,8.440821,1
6.9212933,9.226727,1
7.1123233,9.2465315,1
8.666982,8.498405,1
6.8866506,8.981052,1
8.1825285,8.793666,1
6.951151,7.8458214,1
7.6580567,7.6923366,1
7.9295616,8.157159,1
8.322171,7.9894533,1
8.68366,8.447609,1
7.4456577,7.2136474,1
6.8603396,6.687098,1
7.391207,6.798917,1
7.6656747,6.7373157,1
7.522447,7.764837,1
1.3013208,-4.945687,1
0.8526333,-5.0945992,1
1.6411363,-4.831792,1
1.6917368,-5.055242,1
1.4050297,-4.541951,1
0.5895596,-4.8586783,1
0.5262631,-4.3185306,1
0.46383834,-4.295476,1
0.36272156,-5.799479,1
0.23350829,-5.5695014,1
8.157283,8.258892,1
7.671479,8.444086,1
7.020576,9.228225,1
8.213822,8.497935,1
6.6797276,8.842615,1
7.6125407,8.382081,1
7.4844193,8.275378,1
7.931261,6.734656,1
8.325816,8.327615,1
8.098825,8.407517,1
-7.0000267,12.125062,1
-6.911836,11.971148,1
-7.5019727,11.809769,1
-6.4208446,12.766241,1
-5.9906425,11.72504,1
1.0157063,-5.209072,1
0.46217242,-4.8407145,1
0.419226,-4.848848,1
1.1164534,-4.632931,1
0.27071884,-4.5505176,1
7.1000495,7.1570506,1
6.0768437,7.8688855,1
6.978489,6.7743306,1
6.890206,7.3609886,1
6.803837,6.672272,1
-5.6331553,12.886619,1
-6.7475567,11.484358,1
-5.6404815,12.813291,1
-5.553706,12.881783,1
-6.973591,12.26043,1
6.873146,7.467997,1
6.922036,8.57089,1
6.732005,7.9124207,1
7.330364,8.966246,1
8.348145,8.050097,1
0.3791969,-5.7050962,1
0.5302278,-4.2157774,1
0.46609607,-4.2427974,1
0.99455434,-5.195622,1
0.72074616,-4.6640253,1
-6.062846,11.226875,1
-5.7887483,12.97383,1
-5.837433,10.98753,1
-5.76204,11.597474,1
-6.6070447,11.629133,1
-6.798253,11.480666,1
-6.3162475,12.759769,1
-6.8461804,12.804081,1
-6.1840196,11.23236,1
-6.587719,12.582487,1
7.0687394,7.983588,1
7.677141,7.718734,1
7.181402,7.9005446,1
6.8504434,7.713516,1
7.311681,8.208008,1
8.287832,7.817212,1
8.04426,7.566592,1
8.771537,7.785845,1
7.663528,8.39395,1
6.901638,8.069168,1
0.84362715,-5.5024242,1
0.81555647,-5.573136,1
1.5795795,-5.0740614,1
0.46112618,-5.355845,1
0.72087604,-5.646771,1
-5.236346,11.775804,2
-6.1876316,11.365058,2
-6.0214295,11.689713,2
-6.307727,12.989504,2
-6.7679424,11.835429,2
0.73653066,-5.789611,2
1.0956825,-5.042406,2
0.63556594,-4.7608657,2
0.19215259,-5.4514213,2
0.43682525,-4.376009,2
0.8809787,-4.258148,2
-0.4720685,-5.309515,2
-0.24751784,-4.977386,2
0.487662,-4.3570437,2
1.25048,-5.158552,2
-5.917207,12.373334,2
-7.181676,12.700803,2
-6.570596,11.886438,2
-5.6646795,11.883631,2
-6.4203157,12.431333,2
-7.210509,12.223027,2
-7.089961,12.61306,2
-6.20667,11.451817,2
-6.4316587,11.765698,2
-6.1192803,12.876395,2
1.4948982,-4.7439485,2
0.7607276,-4.3963556,2
1.0101275,-4.6878676,2
1.0932564,-4.6038246,2
0.6326948,-4.2831454,2
-6.5626626,12.498337,2
-7.2685266,12.140672,2
-6.913079,11.91146,2
-6.388086,11.748697,2
-6.4730177,12.354389,2
-6.7859993,11.5660515,2
-7.5007086,11.750704,2
-5.5291185,12.442297,2
-5.6588826,12.485642,2
-6.8655,10.454077,2
0.45487067,-4.3926272,2
0.25180024,-5.212295,2
1.3688985,-4.5198984,2
0.07453467,-4.5384793,2
0.22235405,-4.830212,2
0.10508335,-4.7182207,2
0.66201955,-4.3029265,2
-0.19466212,-5.3796988,2
0.63612854,-5.664672,2
0.88542247,-4.3211174,2
7.1011033,7.5962963,2
6.62469,7.0612464,2
7.2194843,8.271366,2
8.026141,7.368992,2
7.218392,7.395797,2
6.5870986,7.5206103,2
6.5373206,7.7393875,2
7.587575,6.661432,2
7.645555,6.742506,2
8.199019,8.52099,2
7.9955707,8.780369,2
7.124521,8.395232,2
8.120409,8.888406,2
6.9975095,8.512113,2
7.036537,8.234903,2
-6.650036,11.022228,2
-6.6087303,10.503109,2
-6.6379766,11.557049,2
-6.600263,10.753321,2
-6.761389,11.667987,2
6.848849,8.6227865,2
6.639826,7.1997604,2
6.3568687,8.5406475,2
7.5615935,8.445656,2
7.446797,8.524833,2
-6.2620378,10.822087,2
-5.942953,10.783371,2
-6.825319,11.404147,2
-5.909072,11.421756,2
-5.775145,11.963196,2
7.6912107,8.264964,2
7.733962,8.67143,2
7.5986476,8.747604,2
8.246695,8.891994,2
8.330931,8.785085,2
-6.2343764,11.139263,2
-5.892971,11.654274,2
-5.4912715,12.534183,2
-6.0412784,10.6545925,2
-5.4074616,11.5267935,2
6.9664927,9.086586,2
7.1972723,8.317487,2
7.7584558,8.40559,2
7.99457,9.039252,2
8.023913,8.96872,2
8.017082,7.3136377,2
6.066129,7.28414,2
8.44749,7.135532,2
7.9599967,8.105412,2
7.2153087,7.4203143,2
6.2414565,8.22656,2
6.8170247,8.896136,2
7.7828736,8.366287,2
6.6097956,7.382941,2
7.836897,8.936566,2
7.726827,6.829199,2
7.7788672,7.8400226,2
6.6861877,6.624439,2
8.140859,7.9989567,2
8.097212,8.822852,2
7.9282436,7.8410625,2
7.8606615,8.436131,2
5.968515,7.595178,2
6.599721,8.166295,2
6.751188,7.294355,2
7.8139076,7.936519,2
6.9662466,8.445865,2
6.5713377,6.7598605,2
7.1254587,6.3529277,2
6.464418,7.779398,2
-5.734552,10.995802,2
-5.752562,11.108518,2
-6.3404994,12.78317,2
-5.859256,10.745055,2
-5.829358,11.004661,2
0.3665256,-4.775402,1
-0.067301475,-4.739383,1
0.7336298,-4.53467,1
1.0175946,-4.4673905,1
0.7034586,-4.6069183,1
-6.7892866,10.52669,1
-7.2015395,11.184909,1
-6.6561418,10.541089,1
-7.045336,12.183508,1
-6.498644,12.407088,1
0.60353696,20.093134,1
0.694702,20.15513,1
0.70364887,19.78014,1
0.5687136,19.920412,1
0.48775968,20.04932,1
7.642906,8.971595,1
7.506525,8.149505,1
7.558236,7.8061976,1
6.1982565,7.334214,1
7.8586855,8.181773,1
6.8288593,8.2114,1
8.259938,6.70644,1
6.329566,7.4702435,1
6.623593,8.115517,1
5.837065,8.456845,1
0.8565992,-4.8047395,1
1.2165883,-4.6567693,1
