UMAP1,UMAP2,cluster
0.959645,-4.5996985,1
1.1360484,-4.6809645,1
0.57077277,-4.5738297,1
0.94994,-5.291204,1
1.2743695,-4.651626,1
0.9920714,-4.4834204,1
1.2287934,-5.15295,1
0.4170661,-4.530597,1
0.64082813,19.78183,1
0.52955437,19.833965,1
0.7108764,20.076393,1
0.5580952,20.137732,1
0.55500597,20.191063,1
6.972453,8.258593,1
6.137209,7.973006,1
6.5614247,7.4669347,1
6.018777,8.057016,1
5.984325,6.9814005,1
7.1710443,8.488517,1
7.01901,7.6753364,1
7.2133965,7.130668,1
7.181516,8.010697,1
6.949521,8.262851,1
-5.497496,12.626254,1
-5.340157,12.111746,1
-6.360093,12.205375,1
-6.2857895,13.021879,1
-5.4455853,12.206286,1
6.543379,7.430735,1
6.6330624,8.110513,1
6.291878,6.9043603,1
6.9305286,7.887777,1
6.7056746,7.6075826,1
-7.3900394,12.218156,1
-6.5824337,10.576911,1
-5.7283745,12.912973,1
-7.016858,11.734832,1
-6.6771693,12.115937,1
6.050839,7.725193,1
5.87572,7.477812,1
6.817274,7.5619426,1
6.834765,7.798385,1
7.011088,7.8883104,1
8.19932,7.0431066,1
7.616173,8.096967,1
8.219902,7.481844,1
8.314383,7.8611593,1
7.789536,6.560499,1
6.6336555,8.194401,1
6.3092713,6.6035953,1
6.976823,6.844871,1
8.433885,6.7351637,1
6.659664,7.6295333,1
-6.4357586,12.818493,1
-6.511138,11.245367,1
-6.4048624,12.765782,1
-5.874223,12.207233,1
-6.88815,12.793678,1
7.6323023,7.3284655,1
8.119695,6.413252,1
8.005347,7.687481,1
8.734388,7.484356,1
8.132936,6.7367406,1
-6.9776974,11.269444,1
-6.6479373,12.923894,1
-5.831021,11.539963,1
-6.646425,11.173164,1
-6.907444,12.349506,1
-6.795403,11.691452,1
-6.451295,11.748247,1
-6.1756406,12.043842,1
-7.1946907,11.326769,1
-6.2641363,12.089357,1
-7.161113,11.324558,1
-7.2854443,11.194483,1
-7.2626996,11.946928,1
-7.2999024,12.132727,1
-6.938105,10.501655,1
7.5269465,8.052205,1
8.048137,8.888848,1
6.2096577,7.355515,1
7.184157,8.645322,1
8.17811,8.804565,1
-7.211772,11.774189,1
-5.507147,11.807248,1
-5.796615,11.215698,1
-6.603025,11.907018,1
-7.126569,12.181876,1
-6.3699718,11.901541,1
-5.9087124,12.268722,1
-6.107299,12.710214,1
-5.5567126,11.716409,1
-6.285266,10.769351,1
6.867393,8.764956,1
6.9391627,8.515035,1
7.104803,7.6040063,1
6.363893,8.220754,1
6.3170037,8.292242,1
-6.83226,12.060875,2
-7.0532103,12.762188,2
-6.900501,12.551267,2
-6.529677,11.664943,2
-6.258118,11.544705,2
-0.37187853,-4.7420692,2
-0.34816945,-4.5276737,2
0.4260942,-5.5881624,2
-0.21285903,-4.439968,2
0.7115301,-4.6678023,2
6.907735,6.7885056,2
7.5622897,8.152424,2
7.6986566,8.112904,2
7.2899957,7.5839095,2
7.1932263,6.3085294,2
8.050559,7.562929,2
6.267878,8.1922655,2
6.6624503,6.6033316,2
6.3426247,6.835063,2
6.470496,8.57776,2
7.4443574,7.600073,2
7.540026,8.318514,2
7.4835896,8.598365,2
7.127619,6.317064,2
6.598758,6.5896664,2
8.308402,8.6235,2
7.6784143,8.000583,2
7.5927167,8.776246,2
7.0085597,8.13905,2
7.091355,7.83306,2
7.7949314,8.731268,2
7.219224,8.636366,2
6.655083,7.781774,2
7.7284293,8.754819,2
6.9037623,8.010971,2
7.4922338,8.340206,2
7.7002244,7.135524,2
7.493158,7.840264,2
1.1289936,-5.5523443,2
1.0511062,-5.3636546,2
1.1325556,-5.3953023,2
1.3493234,-4.792773,2
1.2957867,-5.1104307,2
6.9956694,6.8124275,2
7.42053,8.479942,2
8.501347,7.7866855,2
7.2972546,9.155012,2
7.6415105,8.438402,2
8.548469,7.1917944,2
8.441703,7.0215364,2
8.646646,7.1556225,2
8.430332,7.110089,2
8.426206,7.2273574,2
-5.842698,12.848279,2
-5.693496,11.862678,2
-5.5475006,12.381069,2
-7.4562106,11.686266,2
-5.6717863,12.409307,2
-5.6079955,12.636748,2
-6.0125375,12.408808,2
-5.703114,11.576387,2
-6.0365634,12.945447,2
-6.019752,12.741191,2
8.058853,7.2085133,2
6.249709,7.192592,2
6.2839856,7.2166486,2
8.268687,7.0096374,2
6.19986,7.1414137,2
-5.8471413,12.82349,2
-5.761243,11.902625,2
-5.5104756,12.819904,2
-6.293481,11.206966,2
-5.2850795,11.813838,2
7.3330045,6.9336486,2
7.6579666,6.9841304,2
7.0930963,6.4287395,2
7.8936987,8.212283,2
7.2003765,6.9299765,2
-6.6071963,11.167474,2
-6.434384,11.83268,2
-6.225346,10.753944,2
-6.425577,10.791706,2
-6.3222203,10.718017,2
-6.684005,11.78091,2
-7.10864,11.103228,2
-6.5948324,12.81964,2
-7.150981,12.425524,2
-6.6410866,11.949813,2
0.8929531,-4.4154086,2
1.3385209,-4.850259,2
1.4651026,-4.8729563,2
0.8090909,-4.7174253,2
1.5390344,-5.0466647,2
6.2217712,6.989712,2
7.924503,7.6580944,2
7.4014072,7.7548747,2
7.11918,7.6237283,2
8.048517,7.6161337,2
6.976916,6.783825,2
6.346091,7.0160713,2
7.3988957,8.369158,2
7.7348523,7.795387,2
8.076759,8.260232,2
-6.2383018,11.705444,2
-6.79632,12.034605,2
-6.9403563,12.635134,2
-6.649832,11.812648,2
-6.402742,12.157559,2
-6.3372936,12.908877,2
-6.8952656,12.027588,2
-6.9840083,11.910187,2
-6.8949995,11.369124,2
-5.7644053,11.182217,2
0.8798737,-4.3902693,2
0.4012964,-5.396767,2
0.22079788,-5.25196,2
0.24266727,-4.554819,2
0.80270743,-4.627368,2
6.532121,6.59031,2
7.5720034,8.924876,2
6.8061876,8.481459,2
7.5789557,7.197971,2
6.6614633,8.231361,2
7.950827,6.4028187,2
8.199886,7.8253946,2
7.648856,7.367317,1
7.81786,6.685306,1
7.615856,6.8099303,1
-7.061604,12.350194,1
-6.205274,12.2711935,1
-6.326827,11.439692,1
-6.94774,12.5424,1
-6.7503047,11.876343,1
-5.148876,12.7406645,1
-5.1198378,12.793375,1
-5.0839977,12.811765,1
-5.1148176,12.798973,1
-5.1122737,12.805842,1
7.2663684,8.2817955,1
6.5581145,6.6050916,1
6.528327,8.177441,1
7.7314186,7.585338,1
6.392347,7.8816953,1
6.8986897,7.416315,1
8.3569765,7.8039417,1
7.153623,8.6588,1
7.9376073,6.8276434,1
8.418366,8.087155,1
6.182787,7.7128825,1
6.3986535,7.565469,1
6.4821444,8.201344,1
7.688062,8.4004135,1
7.3690486,9.163835,1
7.0313087,7.422904,1
7.831732,8.353047,1
6.578837,8.377707,1
6.756578,7.425939,1
7.5675974,8.531843,1
7.7405787,7.133092,1
7.594629,6.695246,1
8.180713,7.0389338,1
5.9118423,7.3087883,1
8.043576,7.580727,1
-6.3422503,11.916009,1
-6.177209,11.772765,1
-6.3390307,12.585914,1
-5.5991793,11.177802,1
-6.249404,12.202107,1
7.130967,7.021061,1
6.773747,6.7595882,1
7.584468,7.919591,1
7.638518,7.8770247,1
8.429791,7.7531443,1
6.098351,7.7266765,1
6.711722,6.5632734,1
6.6095347,6.530494,1
8.253756,7.4835143,1
8.680155,8.189836,1
0.79119647,-5.035632,1
0.55244195,-5.8454714,1
-0.5674796,-5.2988973,1
-0.4059725,-4.9919167,1
0.6238643,-4.672106,1
7.4140615,7.104524,1
7.686556,6.61888,1
6.316816,7.712474,1
7.524966,7.3870964,1
7.7846684,8.30004,1
-0.104177564,-5.214038,1
0.66029006,-4.9380603,1
0.7228091,-5.7367024,1
1.082272,-4.6121907,1
1.0720843,-5.3501782,1
-6.2012334,12.341496,1
-6.726101,11.071126,1
-6.6911025,11.365189,1
-7.0999928,11.459263,1
-7.0338445,11.855026,1
8.236265,7.3887405,1
7.555061,6.407871,1
7.151605,7.7757416,1
6.781473,6.9104953,1
7.584689,7.9207406,1
7.090333,8.000764,1
6.7411003,7.3222284,1
5.871977,7.530091,1
5.874384,7.5319324,1
6.8544407,7.8686295,1
6.378473,7.933278,1
6.483417,7.7775683,1
7.43043,6.597635,1
6.7752686,7.250956,1
6.60996,6.734796,1
8.498053,8.271624,1
8.158963,6.784489,1
7.5804644,7.4393773,1
7.4157815,7.583475,1
7.157657,6.99823,1
1.4978237,-4.964267,1
0.9930588,-5.4692845,1
1.3907382,-4.698063,1
1.5656831,-4.968726,1
-0.037876554,-4.320186,1
8.3901415,6.753665,1
7.4284973,8.35145,1
6.6572857,8.083947,1
8.225582,8.56901,1
8.258542,7.644826,1
8.283808,8.579908,1
8.393743,8.418512,1
6.883187,9.275472,1
7.5791698,8.599403,1
8.644732,8.545256,1
7.3827686,7.668154,1
6.0668817,7.0811715,1
5.8448515,8.553895,1
5.8075604,8.567767,1
7.791103,7.2192683,1
0.40008903,-5.7790174,1
-0.34033582,-4.7914658,1
0.18663163,-5.7922378,1
0.011645286,-4.708887,1
-0.37063769,-5.366498,1
7.628021,9.14286,1
5.998866,7.75926,1
6.6545415,8.735126,1
6.748286,7.664718,1
8.175435,8.341817,1
-6.192645,12.281533,1
-7.198211,12.715033,1
-6.3841343,12.777563,1
-5.828624,12.440971,1
-6.7218227,10.506481,1
6.6902,7.264608,1
7.4775095,6.502097,1
7.119688,7.8452168,1
6.9002585,6.6723046,1
7.6527414,7.493067,1
8.234821,8.5923815,1
7.7955847,9.199909,1
7.610714,7.8574963,1
8.215612,8.816193,1
7.8488727,9.181927,1
0.16426392,-5.177986,1
-0.09697275,-5.3508754,1
-0.071457945,-5.656525,1
-0.028333593,-4.726824,1
-0.4091265,-4.647688,1
7.252271,9.06175,1
7.606729,8.656928,1
6.189989,8.381232,1
6.9599757,9.275403,1
7.2089443,6.8493943,1
0.57021856,-4.663581,1
-0.60624695,-5.266131,1
0.44738868,-4.4749765,1
0.28472185,-5.635855,1
-0.06421725,-5.2018447,1
8.884447,7.4420543,1
8.886696,7.5147276,1
8.809865,7.3428984,1
8.967404,7.5673814,1
8.930401,7.477829,1
-5.8894434,11.558007,1
-5.293598,11.7791815,1
-5.6190147,11.563543,1
-5.672273,12.387051,1
-6.3735538,11.765169,1
7.5481687,7.1735616,1
7.3037734,7.352253,1
6.9350386,8.005445,1
7.59386,6.802559,1
6.251396,7.350743,1
6.484782,7.2767897,1
7.7328005,7.3838634,1
7.836793,7.5213695,1
7.9862556,6.9604745,1
6.270713,8.033234,1
6.7039924,7.1641493,1
8.255111,7.5512567,1
8.237415,7.0738974,1
8.124003,8.8288355,1
7.868237,7.344479,1
0.64308953,19.942953,1
0.47396603,20.11081,1
0.6647246,20.13955,1
0.47461906,19.916342,1
0.40792304,19.913153,1
-5.977926,11.789531,1
-5.4455895,11.70778,1
-5.91469,12.091688,1
-6.355683,10.982725,1
-6.2598367,12.690961,1
-6.465345,12.306015,1
-6.048511,11.193442,1
-5.8583283,10.89943,1
-6.962818,12.023732,1
-6.6496873,11.57891,1
0.6674644,19.976273,1
0.75183225,20.087873,1
0.65572757,20.026936,1
0.6538952,20.294516,1
0.86322117,19.7968,1
7.206546,7.8471093,1
7.7124043,9.105516,1
7.3268,8.236042,1
8.042795,9.184705,1
8.057423,8.753078,1
-6.6798763,12.848473,1
-6.627782,11.963798,1
-5.245249,11.601367,1
-6.9496574,11.698531,1
-5.337144,12.040732,1
8.390921,8.008544,1
5.909637,7.2109284,1
8.394285,7.2445393,1
7.8792,7.673868,1
8.096701,7.5286217,1
8.45722,8.378775,1
5.7993383,7.2787366,1
6.133301,7.5740666,1
7.6085443,8.321944,1
7.876676,7.10784,1
-5.646828,12.824528,1
-6.8225327,10.592534,1
-6.1650877,10.73795,1
-6.442504,11.471267,1
-6.408479,12.880449,1
-5.9440527,10.923571,1
-6.5164165,12.811471,1
-6.079304,11.344973,1
-5.9489956,12.250102,1
-5.905848,12.072457,1
5.9769673,7.024979,1
5.877001,8.532614,1
8.073215,8.30691,1
5.9244146,8.338389,1
6.55624,8.632439,1
6.960759,8.365226,1
7.7040644,8.1131525,1
6.8876,8.380119,1
6.6739626,7.4838686,1
7.1490417,6.803294,1
6.8947954,8.327263,1
7.070706,8.382742,1
6.6432304,8.0426445,1
6.671165,8.095361,1
6.87253,8.211519,1
7.162656,8.704467,1
-6.400455,12.959912,1
-5.8429594,11.181502,1
-5.7372174,12.647651,1
-5.375646,12.488245,1
-6.337851,12.896788,1
-5.985196,11.727991,1
-5.6310844,11.094787,1
-6.625057,12.813108,1
-5.657577,11.2043495,1
-5.6654663,11.660917,1
7.1475096,7.796627,1
6.898146,8.324352,1
8.79689,7.8542657,1
7.5270195,7.429779,1
6.7347436,8.943716,1
7.1439624,8.293146,1
7.2327714,7.7140102,1
6.718492,8.572412,1
6.7342887,8.397816,1
6.4590483,8.2282505,1
0.57210344,-5.6995463,1
0.8956605,-4.054508,1
0.43832487,-5.072837,1
0.84518296,-5.2515173,1
1.4083102,-4.9557443,1
7.1644506,7.3851104,1
6.436617,6.7131658,1
7.3910327,8.120188,1
7.286287,8.909821,1
7.5477333,8.562437,1
8.854125,7.788465,1
6.5466256,7.898372,1
6.15142,7.995392,1
7.832598,7.0853806,1
6.15729,7.522971,1
6.707238,8.008431,1
6.3292766,6.7849264,1
7.632115,7.179581,1
7.1736674,7.0723696,1
5.9591312,7.9647627,1
-5.86727,11.551632,1
-5.7203517,12.536082,1
-5.4572997,12.822852,1
-5.926868,11.465947,1
-5.620881,12.8932085,1
-5.3722663,11.913958,1
-5.34193,12.262953,1
-5.692554,12.892226,1
-5.5118732,12.568594,1
-5.5179563,12.613661,1
0.45859468,-5.8554053,1
0.49397913,-4.09307,1
0.10769499,-5.706609,1
0.3530545,-5.114096,1
0.44254485,-4.6026797,1
8.110946,7.719259,1
6.0457916,7.600283,1
8.572544,8.084618,1
8.640419,8.176325,1
7.710062,7.0434933,1
7.1769485,7.102481,1
6.4037204,7.523846,1
6.391068,6.9956665,1
7.101694,7.3806405,1
7.6771603,7.546563,1
-7.0501246,11.902846,1
-7.109428,11.8241625,1
-7.0668726,12.182014,1
-6.0679884,11.376538,1
-7.301779,12.075074,1
-5.8997803,12.652855,1
-7.020056,11.313601,1
-5.4681163,12.307445,1
-5.209152,12.235752,1
-5.388004,12.4489765,1
0.58538085,19.852047,1
0.5813984,19.747305,1
0.6066244,20.179007,1
0.62853545,19.85216,1
0.5200468,19.85912,1
7.688654,7.6183934,1
7.2518387,8.324669,1
6.536706,8.643458,1
6.2518735,6.865717,1
7.18667,6.5872693,1
6.2202926,8.358005,1
7.537202,7.927741,1
8.452192,6.756374,1
8.2655,8.666559,1
7.23723,8.079933,1
7.234993,8.44261,1
8.633159,8.252157,1
7.399148,7.620201,1
7.1625023,6.6407027,1
7.2753077,8.85177,1
1.0694604,-4.8841305,1
-0.54609895,-5.1299887,1
0.16619572,-5.1936812,1
-0.15781379,-4.8809776,1
0.6935088,-4.3928003,1
6.6096005,7.9480834,1
6.9396744,8.918946,1
6.703122,8.680599,1
6.746958,7.892697,1
6.41059,8.6252165,1
6.758957,8.779561,1
8.128178,8.710084,1
6.9291706,8.475784,1
8.616707,8.298535,1
6.9227204,7.877081,1
0.6450262,19.8083,1
0.72674704,19.777435,1
0.55274916,19.73672,1
0.6970468,20.061432,1
0.5501437,19.910896,1
-0.026741346,-5.60658,1
0.75305885,-5.5477,1
1.1149635,-4.812242,1
0.13477153,-5.1689563,1
1.0222143,-5.0535564,1
-5.6798577,11.912508,1
-6.7683597,12.214521,1
-5.308575,11.685501,1
-6.892323,11.874514,1
-5.9353747,11.846374,1
-6.618282,11.396973,1
-5.751484,12.476987,1
-6.8551273,12.519535,1
-6.192449,12.596222,1
-6.1427755,12.0697565,1
-6.3562946,12.843292,1
-6.249285,11.485741,1
-6.2798653,11.572162,1
-6.6867275,11.45253,1
-6.362327,12.012162,1
-5.680331,12.928985,1
-6.702074,12.346053,1
-6.045279,12.129733,1
-6.675217,11.578218,1
-6.706601,12.931967,1
1.4550858,-4.9640903,1
0.8032713,-4.352931,1
1.3424584,-4.4233127,1
0.98566276,-5.4529815,1
0.39888415,-4.252485,1
7.4777317,6.551682,1
7.055603,7.21246,1
8.26586,7.506736,1
7.5732403,6.507337,1
7.0961995,6.899172,1
-6.414633,12.240701,1
-6.597792,11.34073,1
-7.1230054,12.243479,1
-7.1969275,11.283297,1
-6.6759825,11.680366,1
6.2782607,7.572192,1
6.050794,7.9346576,1
6.8547864,7.011473,1
6.02717,7.0027175,1
6.5035615,6.8428245,1
-6.916653,12.822215,1
-6.0394654,12.6598835,1
-6.963851,11.095984,1
-7.1919446,11.905792,1
-6.716488,11.017887,1
-6.3790965,12.2894535,1
-5.9324226,12.027386,1
-6.39383,11.93957,1
-6.9775233,11.055206,1
-5.8051257,11.016034,1
0.211902,-5.590719,1
-0.25594017,-4.8470745,1
0.30000496,-5.0363784,1
-0.22022653,-5.003991,1
0.005565621,-4.880388,1
1.4955015,-4.884506,1
0.349367,-5.6958313,1
0.57776606,-5.6876826,1
0.07423121,-5.0164886,1
1.3118302,-4.634641,1
0.16799942,-5.2601495,1
-0.13585493,-5.5209947,1
0.10905929,-4.7218513,1
0.12404856,-5.4871244,1
-0.00046008464,-5.2125535,1
7.857253,7.286416,1
7.182174,6.43053,1
7.8898554,6.811834,1
7.563756,6.857915,1
6.5608096,7.43348,1
6.8872304,7.622809,1
7.4778466,6.8417635,1
7.958005,8.086317,1
6.796967,6.7840314,1
6.9007936,7.385942,1
6.274276,8.424927,1
6.1930933,7.9147105,1
6.492788,8.317374,1
6.9924865,7.1706214,1
6.487684,8.430792,1
-5.2298293,11.936595,1
-5.3933434,12.810844,1
-5.4617577,11.888664,1
-6.0049887,12.194878,1
-6.4933105,11.529551,1
6.78377,6.6023808,1
8.155846,6.457797,1
7.573488,7.083743,1
6.52241,7.6533546,1
6.4839196,7.2682705,1
-5.4709406,12.170421,1
-5.9843655,12.677349,1
-6.7638264,11.499223,1
-6.219758,11.252709,1
-5.1737323,11.755547,1
-7.186987,11.41697,1
-6.9472404,11.276202,1
-6.239899,10.842965,1
-6.9444704,11.365288,1
-6.5219336,10.9524145,1
-6.5324297,12.495872,1
-6.4236674,12.301667,1
-7.23697,11.64775,1
-6.6568627,12.510381,1
-6.557834,12.250438,1
6.475028,7.715492,1
6.0237393,6.7301974,1
6.019249,7.045877,1
7.862289,7.213882,1
8.174934,7.7357173,1
6.689124,7.939656,1
7.2425394,7.560286,1
6.39115,7.454026,1
7.1563725,8.581077,1
7.452797,8.127191,1
0.5230291,20.00675,1
0.50764936,19.818094,1
0.55277205,19.929432,1
0.6774907,20.153324,1
0.7419389,20.029541,1
8.0413685,6.3897815,1
6.3420477,7.8181057,1
7.3983803,6.5760217,1
5.834139,8.543009,1
7.0110874,7.354108,1
-7.1338086,12.713273,1
-6.2679377,12.556636,1
-6.195406,12.459109,1
-6.7018228,11.985981,1
-5.816705,11.59113,1
0.43753505,19.94121,1
0.6183081,20.22478,1
0.5355667,20.073982,1
0.60544825,20.01389,1
0.5232051,19.908102,1
-6.919882,11.852348,1
-7.161146,11.625358,0
-6.176365,11.7936945,0
-7.4477477,11.591278,0
-6.9890914,10.943807,0
0.43449348,19.993217,0
0.4125632,20.062893,0
0.47700644,20.107191,0
0.43131924,19.941889,0
0.3204188,19.98956,0
0.91558254,-4.7782345,0
0.37130344,-5.1240606,0
0.90669274,-5.5883164,0
0.88118666,-5.436758,0
0.00060861284,-5.6632595,0
6.587776,6.562286,0
7.102763,8.020625,0
8.366049,6.7525315,0
8.13596,8.659677,0
7.026882,7.3641014,0
7.0165606,7.557557,0
7.4130993,6.902936,0
7.2634697,7.2311854,0
7.687309,8.506375,0
8.315729,6.7880096,0
7.078378,6.77619,0
7.3796535,8.001961,0
6.1060343,7.3521686,0
8.107903,8.465778,0
7.233109,8.626541,0
7.87894,8.391615,0
8.300508,8.615086,0
7.348225,6.738499,0
8.194786,8.520905,0
7.9244647,8.160446,0
