PCA1,PCA2,cluster
-0.5751434974589764,-0.07048292261985545,0
-0.5770791333111214,-0.10157382442069657,0
-0.5647865123770408,-0.06720975152103732,0
-0.5739514872492234,-0.06940363167582188,0
-0.5743966049752088,-0.09482705041291438,0
0.8369692770318654,-0.20397498060718233,0
0.8177234214332628,-0.22392923920275207,0
0.8238035849889463,-0.21157047814503813,0
0.8269320911008939,-0.22249968115633612,0
0.8157074771927341,-0.2208504149303688,0
0.1678575454688775,0.5474325826261774,0
0.1800709824707498,0.5615367184547078,0
0.1784383885362095,0.5443953804031606,0
0.17226896526746335,0.5424599337416269,0
0.17451559105443698,0.5587165855249128,0
0.17059441272561107,0.5386648283198405,0
0.16465715568284717,0.5395788647407077,0
0.1716172845598087,0.5424482861446488,0
0.16996918142731812,0.5494020258206231,0
0.15939369543577447,0.546334140260164,0
0.8162935475947156,-0.22458419840594443,0
0.8337368548482463,-0.23678024102025594,0
0.8271510212868223,-0.22392505213576058,0
0.8275201127878569,-0.20661432998229393,0
0.8206430339170038,-0.18915201054849307,0
0.1776032530971603,0.5375204119127139,0
0.17399553435562953,0.544281739450365,0
0.17822649778016816,0.552103852428375,0
0.18101263670104445,0.5459411268532327,0
0.18965050580276638,0.5813334227728193,0
0.8305706663659846,-0.18718396152975195,0
0.8168747245515897,-0.22763754107254242,0
0.8246652782018077,-0.2162061171665596,0
0.8332132126971011,-0.18766972486026848,0
0.81934332800009,-0.17846395540739263,0
0.17224153223057964,0.5440473457886436,0
0.16375694286187834,0.5587378030858328,0
0.1851478703235142,0.563996014721977,0
0.17238436141119762,0.5479921554093354,0
0.1822758957043892,0.587454456867005,0
0.8198430563862162,-0.19560866661037987,0
0.8191440722449499,-0.23091930428718418,0
0.8115902208286755,-0.21179925310080805,0
0.8144185083792967,-0.19587599534161537,0
0.8309395081219857,-0.22673109687491438,0
0.19060094067031136,0.5788561676167293,0
0.18124803992611307,0.5341915505105355,0
0.18910142705219793,0.5674953502929607,0
0.18439932764303055,0.5644188838395173,0
0.19740944167598354,0.5681798101950678,0
0.829437648191686,-0.20616741319013226,0
0.8369265287226959,-0.22408206782292667,0
0.8287658720149258,-0.22561940071260664,0
0.8376177740896009,-0.22971669498212435,0
0.8357653749364448,-0.2209887083538537,0
0.8500164522207563,-0.22549496313821363,0
0.8416831912632157,-0.2326715632078196,0
0.8339731196366706,-0.22719911595367534,0
0.8350354561438185,-0.21634035865561974,0
0.8370214978674249,-0.2130664920163054,0
0.8117825096036235,-0.2165660819728501,0
0.8146856988223878,-0.21405203973434142,0
0.8101525949469381,-0.2281350246619187,0
0.8225999346246019,-0.20466802052520247,0
0.8066416580492086,-0.22500661451039938,0
0.837254114102861,-0.21859832739277266,0
0.8484431865338016,-0.1988179871251433,0
0.8332798677248271,-0.22274183918955373,0
0.8428153982882951,-0.20773355878258765,0
0.8332122150217145,-0.2192208425779224,0
-0.6013818966761195,-0.1113682810264198,0
-0.605811951212495,-0.10795432939336402,0
-0.5945600909919393,-0.11473581881354,0
-0.6097853579618616,-0.10192067143418015,0
-0.597141801542317,-0.10245164029447222,0
