country,area,size_vs_korea,temp_01,temp_02,temp_03,temp_04,temp_05,temp_06,temp_07,temp_08,temp_09,temp_10,temp_11,temp_12,annual_temp_range,temp_diff_korea,temp_diff_06_korea,temp_diff_07_korea,temp_diff_08_korea,creditcard_ratio,ratio_korea_area,aged_pop_pct,aged_vs_korea,Country,Religion,VISA_yesorno,Travel Safety Score,Travel Status,Latitude,Longitude,Cluster
Georgia,69490.0,Small,-3.34634042328947,-2.19002621309211,1.49881436484211,7.01398946842105,11.7634009933333,15.7576050533333,18.5188379333333,18.4990517733333,14.4574114866667,9.00738297066667,3.13079377693333,-1.48552736152,21.8651783566228,-4.3186634100746,낮음,낮음,낮음,12.92,0.711987704918033,15.317458316393,-3.0175652674667,Georgia,Russian Catholic,X,6,"출국권고: 남오세티야, 압하지야/여행자제: 그 외 지역",42.315407,43.356892,1
Germany,349360.0,Big,0.250586740486842,0.999653347697369,4.25501703381579,8.20019814210527,12.6939229466667,16.022303,17.7623456,17.4243947,13.8461152866667,9.39639978533334,4.52645054906667,1.46019667893333,17.5117588595132,-8.6720829071842,낮음,낮음,낮음,56.52,3.57950819672131,22.7900439454493,4.4550203615896,Germany,Protestant,X,10,해당사항 없음 ,51.165691,10.451526,0
Greece,128900.0,Big,5.81627783026316,6.72764035657895,9.00137173289474,12.7226735592105,17.25630612,21.6630487466667,24.1991405733333,24.13900304,20.4642597866667,15.7241376133333,11.2313015453333,7.44925947333333,18.3828627430701,-7.8009790236273,높음,낮음,낮음,23.17,1.32069672131148,23.4829980176041,5.1479744337444,Greece,Catholic,X,8,여행유의,39.074208,21.824312,0
"Hong Kong SAR, China",1050.0,Small,15.6185463223684,16.5315496776316,19.2914910657895,22.6988442236842,25.8489954666667,27.5729586933333,28.38616928,28.0814278933333,27.2683076666667,24.87152088,21.1175961466667,17.05107828,12.7676229576316,-13.4162188090658,높음,높음,높음,71.63,0.0107581967213114,21.6452568609024,3.3102332770427,"Hong Kong SAR, China",,X,8,여행유의,22.3193039,114.1693611,2
Hungary,91260.0,Small,-0.70598275531579,1.41374438076316,5.94812947,11.3685108236842,16.2621909,19.8812011733333,21.69166584,21.1617651733333,16.6227246466667,11.0849192586667,5.52266866026667,1.05147929184,22.3976485953158,-3.7861931713816,낮음,낮음,낮음,15.92,0.935040983606557,20.819084281895,2.4840606980353,Hungary,Catholic,X,10,해당사항 없음 ,47.162494,19.503304,1
India,2973190.0,Big,16.8571473092105,19.6303312631579,23.8990360394737,27.728340631579,29.68287436,28.6674350666667,26.61717152,26.0296467733333,25.7804296933333,24.1614308266667,20.59433244,17.43835436,9.7600242107895,-16.4238175559079,높음,높음,높음,4.62,30.463012295082,6.92184330138637,-11.4131802824733,India,Hinduism,O,6,"출국권고: 카슈미르 지역, 여행유의: 그 외 지역",20.593684,78.96288,2
Indonesia,1892555.47,Big,24.5368763157895,24.6497300526316,24.7939494868421,24.9522601710526,25.03936684,24.6768483466667,24.3512108266667,24.4353196133333,24.66375116,24.9061673333333,24.8453246266667,24.62047584,-0.185665489122798,-25.9981762775746,높음,높음,낮음,1.6,19.390937192623,7.04854077766648,-11.2864828061932,Indonesia,Islam,X,7,"여행자제: 서파루아, 파푸아, 말루쿠, 아체, 여행유의: 그 외 지역 ",-0.789275,113.921327,4
Italy,295720.0,Big,3.94293860236842,4.94882429605263,7.65262678289474,10.7901494539474,15.1050085333333,19.2503938,21.96062884,21.7610245333333,18.1943844666667,13.7591891133333,8.82938648933333,5.11828290933333,18.0176902376316,-8.1661515290658,낮음,낮음,낮음,57.88,3.02991803278689,24.2187831541913,5.8837595703316,Italy,Catholic,X,8,여행유의,41.87194,12.56738,0
Malaysia,328550.0,Big,24.4162333815789,24.7806276710526,25.2422735789474,25.6149453552632,25.75074436,25.53315568,25.28829284,25.2651072933333,25.1194217866667,24.9854305333333,24.74901752,24.5014401066667,0.872059458421102,-25.3117823082763,높음,높음,높음,7.89,3.36629098360656,7.45117376160733,-10.8838498222524,Malaysia,Islam,X,7,"출국권고: 사바주 동부도서 지역 및 동부해안, 여행유의: 그 외 지역",4.210484,101.975766,4
Mexico,1943950.0,Big,14.8440404671053,16.3209001513158,18.7317221052632,21.4448636578947,23.5225264933333,24.67216908,24.3326214266667,24.1643320133333,23.0938896266667,20.8933001066667,17.7414457066667,15.30120772,9.4885809595614,-16.695260807136,높음,높음,낮음,0.0,19.9175204918033,7.98664578990007,-10.3483777939596,Mexico,Catholic,X,6,"출국권고: 치아파스주, 시날로아주/여행자제: 그 외 지역",23.634501,-102.552784,2
Morocco,446300.0,Big,9.69858353947369,11.4120719171053,13.9864613618421,16.1811678026316,19.5914830666667,23.2682243333333,27.1345790933333,26.8748819066667,23.2945193866667,18.9594722666667,14.0364392933333,10.4666589453333,17.4359955538596,-8.7478462128378,높음,높음,높음,1.05,4.57274590163934,7.82574109038898,-10.5092824934707,Morocco,Islam,X,7,"출국권고: 서사하라 동쪽, 여행자제: 서사하라 서쪽, 여행유의: 그 외 지역 ",31.791702,-7.09262,2
Nepal,143350.0,Big,3.69743310552632,5.78010732105263,9.81938943421053,14.0961427631579,16.90585572,18.9296066533333,19.1503302266667,19.0210376533333,17.7315745466667,13.8810672933333,9.40552947866667,5.67059813733333,15.4528971211404,-10.730944645557,낮음,낮음,낮음,1.87,1.46875,6.36058770858938,-11.9744358752703,Nepal,Hinduism,O,1,여행유의,28.394857,84.124008,0
Netherlands,33670.0,Small,2.96502469986842,3.18396250802632,5.62162759473684,8.63450490263158,12.6049251466667,15.5420484733333,17.32469852,17.29575036,14.66914074,11.0178237933333,6.795496436,4.06585854223067,14.3596738201316,-11.8241679465658,낮음,낮음,낮음,37.43,0.344979508196721,20.1567559021407,1.821732318281,Netherlands,Protestant,X,10,해당사항 없음 ,52.132633,5.291266,0
New Zealand,263310.0,Big,14.9095020723684,15.0178761513158,13.4932255921053,10.9942236118421,8.32779237333333,5.93228113466667,5.120140024,6.05085404133333,7.80587781066667,9.61263608,11.4302888666667,13.5498801533333,-9.7893620483684,-16.394479718329,낮음,낮음,낮음,57.21,2.69784836065574,16.7985801212333,-1.5364434626264,New Zealand,Protestant,O,10,해당사항 없음 ,-40.900557,174.885971,3
Norway,364270.0,Big,-9.09200094342105,-8.79941068684211,-6.24733839342105,-2.18371778157895,3.15650920952,8.01401675066667,10.6243228053333,9.67502223333334,5.6846563,0.472269695586667,-4.56540372773333,-7.75924465866667,19.7163237487544,-6.467518017943,낮음,낮음,낮음,66.74,3.73227459016394,18.5338475896816,0.198824005821898,Norway,Protestant,X,10,해당사항 없음 ,60.472024,8.468946,1
Peru,1280000.0,Big,19.0490446710526,19.01178425,18.9541503026316,18.6998072763158,18.14769096,17.48263864,17.2099507466667,17.8142945333333,18.3607107066667,18.7583587066667,18.92468516,19.01699312,-1.8390939243859,-24.3447478423115,낮음,낮음,낮음,12.9,13.1147540983607,8.99256615708912,-9.34245742677058,Peru,Catholic,X,6,"출국권고: 아야쿠초 주, 우앙카벨리카 주, 쿠스코 주, 후닌 주 일부 지역/여행자제: 그 외 지역",-9.19,-75.02,4
Philippines,298170.0,Big,24.2200783289474,24.4918741973684,25.3329840394737,26.4010807763158,26.76642176,26.3821037066667,26.0057121333333,25.99909484,25.88566904,25.6870464666667,25.3535419866667,24.6856764666667,1.7856338043859,-24.3982079623115,높음,높음,높음,8.09,3.05502049180328,5.26217156111322,-13.0728520227465,Philippines,Protestant,X,4,"여행금지: [민다나오의 잠보앙가, 술루‧바실란‧타위타위 군도], 출국권고: [팔라완섬 2단계 지역(아볼란, 나라, 케손) 이남, 민다나오섬(제외: 2단계(다바오/카가얀데오로/시아르가오), 4단계(잠보앙가]), 여행자제: 시아르가오주 및 다바오·카가얀데오로시, 여행유의: 수빅시, 보라카이섬, 보홀섬, 세부막탄섬(라푸라푸시)",12.879721,121.774017,4
Poland,306090.0,Big,-2.06391659715789,-1.12555102839474,2.50356501956579,7.95676100131579,13.1402797533333,16.6578148533333,18.3035504133333,17.8115145733333,13.5219299133333,8.63736046933333,3.596780558,-0.17573472408,20.3674670104912,-5.8163747562062,낮음,낮음,낮음,24.44,3.13616803278689,19.5609114692528,1.2258878853931,Poland,Catholic,X,8,"여행자제: 우크라이나 국경 10km내, 여행유의: 그 외 지역",51.919438,19.145136,1
Portugal,91605.6,Small,8.65184051052632,9.57384417763158,11.5711414736842,13.2280260263158,16.07408288,19.4824546666667,22.0103022533333,22.03900028,19.93382584,16.2022075066667,11.8377450933333,9.32975645866667,13.358461742807,-12.8253800238904,낮음,낮음,낮음,38.54,0.938581967213115,24.1115106141099,5.7764870302502,Portugal,Catholic,X,10,해당사항 없음 ,39.399872,-8.224454,0
Romania,230080.0,Big,-2.32852188830263,-0.50863458125,3.93004117907895,9.79450456052632,14.96442882,18.57293468,20.4061090533333,20.0279140133333,15.6045202133333,9.95329080933333,4.41119076493333,-0.258001073013333,22.7346309416359,-3.4492108250615,낮음,낮음,낮음,17.78,2.35737704918033,19.7531409207066,1.4181173368469,Romania,Catholic,X,9,"여행자제: 우크라이나 국경 10km내, 그 외 지역은 해당사항 없음",45.943161,24.96676,1
Saudi Arabia,2149690.0,Big,14.3762370065789,16.7898820197368,21.0302663684211,25.6897385921053,30.2990848666667,32.8578625733333,33.9446965733333,33.9029854666667,31.30300824,26.2363092533333,20.3363116133333,15.6751295133333,19.5684595667544,-6.615382199943,높음,높음,높음,25.42,22.025512295082,2.81950386919403,-15.5155197146657,Saudi Arabia,Islam,O,7,"출국권고: 사우디-예멘 국경 인근 180km 지역, 여행자제: 그 외 지역",23.885942,45.079162,2
Spain,499713.681,Big,5.93514191447368,7.03521243763158,9.43365908684211,11.5251507763158,15.2043414133333,19.39777844,22.6287842666667,22.40717756,19.10110176,14.4724697733333,9.485797356,6.653522048,16.693642352193,-9.49019941450441,낮음,낮음,낮음,56.61,5.12001722336066,20.6537075238774,2.3186839400177,Spain,Catholic,X,8,여행유의,40.463667,-3.74922,0
Sweden,407280.0,Big,-7.07184662236842,-6.71265278355263,-3.04702091982895,1.78336748468421,7.510788328,12.54254638,14.79336054,13.4145154466667,8.867167124,3.6494496766666704,-1.81717832613333,-5.3288566604,21.8652071623684,-4.318634604329,낮음,낮음,낮음,48.35,4.17295081967213,20.5364235623884,2.2013999785287,Sweden,Protestant,X,10,해당사항 없음 ,60.128161,18.643501,1
Switzerland,39509.63,Small,-4.3407822525,-2.90693194521053,0.559281434078947,3.95466407105263,8.21498867333333,12.0455927666667,14.43141904,13.9752252733333,10.656329156,6.11608379066667,0.286922507173333,-3.47169759471333,18.7722012925,-7.4116404741974,낮음,낮음,낮음,69.21,0.404811782786885,19.6113808360035,1.2763572521438,Switzerland,Protestant,X,8,여행유의,46.818188,8.227512,1
Tanzania,885800.0,Big,22.7300278026316,22.8924948157895,22.7487983815789,22.1769227105263,21.7573813333333,20.9803089733333,20.6476482,21.5038104933333,22.7706087866667,23.72109108,23.5981194533333,22.9933418,-2.0823796026316,-24.1014621640658,높음,낮음,낮음,0.31,9.07581967213115,3.04319999848689,-15.2918235853728,Tanzania,Catholic,O,6,"출국권고: 음트와라 주, 여행자제: 그 외 지역",-6.369028,34.888822,4
Thailand,510890.0,Big,23.0709099868421,25.01714625,27.1914993552632,28.4889542894737,27.8760528933333,27.2929507066667,26.82817736,26.5521037066667,26.2931872,25.7847474266667,24.52647976,22.7725117466667,3.7572673731579,-22.4265743935395,높음,높음,높음,22.61,5.23452868852459,14.7182560815403,-3.6167675023194,Thailand,Buddhism,X,6,"특별여행주의: 미얀마와 라오스 국경지역, 출국권고: 말레이시아 국경지역, 여행자제: 딱 주, 여행유의: 그 외 지역 ",15.870032,100.992541,4
Turkiye,769630.0,Big,-0.200002290263158,1.10348356394737,4.77408394013158,9.92628075526316,14.6797141,19.2282675466667,22.6032835333333,22.6510216533333,18.58028416,12.9481075266667,6.74764643866667,1.92570191209333,22.8032858235965,-3.3805559431009,낮음,낮음,낮음,32.61,7.88555327868852,10.0010276668343,-8.3339959170254,Turkiye,Islam,X,7,"출국권고: 시리아 국경 이내 10km 지역과 동남부 14개주, 여행유의: 그 외 지역",38.963745,35.243322,1
United Arab Emirates,71020.0,Small,17.6937131315789,19.2587257434211,22.9425297763158,27.4817522105263,31.8563876133333,33.7673263466667,35.48405556,35.51292796,32.8857569466667,28.8560702133333,23.9821042133333,19.5845231866667,17.7903424284211,-8.3934993382763,높음,높음,높음,26.84,0.72766393442623,1.69563170962521,-16.6393918742345,United Arab Emirates,Islam,O,0,해당사항 없음 ,23.424076,53.847818,2
United Kingdom,241930.0,Big,3.86057848301316,3.90644848631579,5.43484684473684,7.40626596973684,10.4065586866667,13.21121946,14.9398716133333,14.7697218866667,12.81600544,10.003754124,6.560575804,4.66257867266667,11.0792931303201,-15.1045486363773,낮음,낮음,낮음,62.11,2.47879098360656,19.238129106618,0.903105522758299,United Kingdom,Protestant,X,8,여행유의,55.378051,-3.435973,0
United States,9147420.0,Big,-3.35021117447368,-1.43341029624342,2.72666002007895,8.36154184736842,14.09574348,19.21346884,21.8748510266667,20.85207984,16.5937062133333,9.95917738,2.94150696746667,-1.8553045904,25.2250622011404,-0.958779565557002,낮음,낮음,낮음,66.7,93.7235655737705,17.4318194823539,-0.9032041015058,United States,Protestant,O,8,"여행유의: 하와이 제외 지역, 해당사항 없음: 하와이",38.7945952,-106.5348379,1
Vietnam,313429.0,Big,19.0938426184211,20.3728353552632,22.7405288157895,24.9824419605263,26.1937594,26.5076216266667,26.3078234533333,25.9937830266667,25.2472032666667,23.8301287333333,21.90643324,19.6050498933333,7.2139808349122,-18.9698609317852,높음,높음,높음,0.0,3.21136270491803,8.62116598619573,-9.71385759766397,Vietnam,Local Folks,X,8,여행유의,14.058324,108.277199,4
